,id,NB,LR,VD
10224,800664015688974336,neutral,neutral,neutral
10225,800665049811533824,negative,neutral,neutral
10226,800666258903592960,negative,negative,negative
10227,800671642523488256,neutral,neutral,positive
10228,800674542075187202,negative,neutral,positive
10229,800679511352193024,negative,negative,negative
10230,800682424661381120,neutral,neutral,negative
10231,800689794028187648,negative,neutral,neutral
10232,800690864733360128,neutral,neutral,neutral
10233,800703885484564480,negative,neutral,negative
10234,800718227907244032,positive,positive,positive
10235,800727350333865984,neutral,neutral,neutral
10236,800738689580154880,neutral,neutral,neutral
10237,800750398629785600,neutral,neutral,neutral
10238,800787711007330304,negative,neutral,negative
10239,800803563454791680,neutral,neutral,positive
10240,800806882839445504,negative,neutral,negative
10241,800809957461557248,neutral,neutral,neutral
10242,800837971830329345,neutral,neutral,positive
10243,800843506071773189,neutral,neutral,neutral
10244,800857443102232576,negative,neutral,negative
10245,800975588114698240,negative,negative,neutral
10246,800992770592800769,negative,positive,negative
10247,800997299933638656,negative,neutral,neutral
10248,801017976203988992,negative,negative,negative
10249,801032495961542656,negative,neutral,neutral
10250,801059212625203200,neutral,neutral,neutral
10251,801089954713632769,negative,neutral,positive
10252,801125964054863872,neutral,neutral,neutral
10253,801234879883132928,neutral,neutral,neutral
10254,801319302590767104,negative,negative,neutral
10255,801369318160297992,neutral,neutral,neutral
10256,801389844643594241,neutral,neutral,neutral
10257,801505073947873280,neutral,neutral,negative
10258,801506199317446656,negative,neutral,neutral
10259,801520562690326528,neutral,neutral,negative
10260,801537528042049536,negative,neutral,neutral
10261,801541189963042816,positive,positive,neutral
10262,801625310387126272,negative,neutral,negative
10263,801628044775583744,positive,positive,positive
10264,801629333324525568,negative,neutral,neutral
10265,801629769242656769,negative,neutral,neutral
10266,801630235074723840,negative,neutral,neutral
10267,801669772966588417,negative,neutral,neutral
10268,801673073690812416,negative,neutral,negative
10269,801689571498987521,negative,neutral,neutral
10270,801693179724578817,negative,positive,neutral
10271,801709131409276930,neutral,neutral,negative
10272,801736135726821376,negative,negative,neutral
10273,801768210760695808,negative,neutral,positive
10274,801789972063916032,negative,neutral,neutral
10275,801790095380664320,neutral,neutral,neutral
10276,801791716630155264,neutral,neutral,neutral
10277,801815499847901184,neutral,neutral,neutral
10278,801824547674746881,neutral,positive,neutral
10279,801827367706562560,neutral,positive,neutral
10280,801828235495342080,negative,neutral,positive
10281,801828735829889024,neutral,neutral,neutral
10282,801830000668217344,positive,neutral,positive
10283,801834376740872192,negative,positive,neutral
10284,801843865728716800,positive,positive,neutral
10285,801906635711139845,negative,negative,negative
10286,801910116262019077,positive,positive,positive
10287,801915712273006593,negative,negative,neutral
10288,801932940376756224,negative,positive,positive
10289,801963684083990528,negative,neutral,negative
10290,802065055131009024,negative,negative,negative
10291,802082599728533504,negative,neutral,negative
10292,802096290960211968,neutral,neutral,neutral
10293,802163734751940608,negative,neutral,neutral
10294,802168817761787904,neutral,neutral,neutral
10295,802196785473159168,negative,neutral,negative
10296,802197551466180608,neutral,neutral,neutral
10297,802222607466643456,negative,neutral,negative
10298,802300877587365888,neutral,neutral,positive
10299,802346053919997952,neutral,neutral,neutral
10300,802346201710530561,neutral,neutral,neutral
10301,802348585677365250,neutral,neutral,neutral
10302,802359071047294976,negative,neutral,positive
10303,802210628043673600,neutral,neutral,neutral
10304,802210662504132608,neutral,positive,neutral
10305,802210791709691905,negative,neutral,neutral
10306,802210798546382848,neutral,neutral,neutral
10307,802211779950575616,neutral,positive,neutral
10308,802211788875927553,positive,neutral,neutral
10309,802212463555080192,neutral,neutral,neutral
10310,802214175510564864,neutral,neutral,neutral
10311,802214388967047168,neutral,neutral,negative
10312,802215526919532544,neutral,neutral,neutral
10313,802216801690062848,neutral,positive,neutral
10314,802217883258548225,neutral,positive,neutral
10315,802220730599477248,positive,negative,negative
10316,802221261006970880,negative,negative,negative
10317,802226852207226880,neutral,neutral,neutral
10318,802227210719494144,positive,positive,neutral
10319,802227965744599041,negative,positive,neutral
10320,802229532229046272,negative,neutral,neutral
10321,802237543466942466,negative,neutral,positive
10322,802239956848640000,negative,neutral,neutral
10323,802240198071451648,neutral,neutral,neutral
10324,802242102209835008,neutral,neutral,neutral
10325,802243617632841728,positive,neutral,neutral
10326,802244368153382912,positive,positive,positive
10327,802248112622473216,neutral,neutral,neutral
10328,802250373679509508,neutral,neutral,neutral
10329,802253066821046274,positive,neutral,neutral
10330,802253490613407744,negative,negative,negative
10331,802254529282605056,neutral,neutral,neutral
10332,802254864915038208,negative,negative,neutral
10333,802255470463512576,positive,neutral,neutral
10334,802258151961608192,neutral,neutral,neutral
10335,802260213877342208,negative,neutral,neutral
10336,802263272384708608,neutral,neutral,negative
10337,802263894479630336,neutral,neutral,neutral
10338,802266865842143232,neutral,neutral,neutral
10339,802268441940000768,neutral,neutral,neutral
10340,802268626459959298,neutral,neutral,neutral
10341,802271456432254976,negative,negative,neutral
10342,802271465731227648,positive,neutral,neutral
10343,802271739598213120,positive,neutral,neutral
10344,802272108856295424,negative,negative,neutral
10345,802272724504584192,positive,neutral,neutral
10346,802274428956459008,negative,neutral,neutral
10347,802276151603302400,neutral,neutral,neutral
10348,802276427886370818,neutral,neutral,neutral
10349,802278214575865856,neutral,neutral,neutral
10350,802278436563800064,positive,positive,positive
10351,802281802060546048,neutral,neutral,neutral
10352,802282220241174528,neutral,neutral,neutral
10353,802283042526011393,negative,neutral,neutral
10354,802284505037844480,neutral,neutral,neutral
10355,802286338351464448,negative,positive,positive
10356,802289919959900161,negative,neutral,neutral
10357,802291306059862017,positive,positive,positive
10358,802292337581793280,neutral,positive,neutral
10359,802294374029590529,neutral,positive,neutral
10360,802301253300736000,neutral,neutral,neutral
10361,802304769968611328,negative,positive,neutral
10362,802306885990744069,negative,negative,negative
10363,802314457812647936,neutral,neutral,neutral
10364,802319019290329092,positive,neutral,neutral
10365,802321210906329089,neutral,neutral,neutral
10366,802322780473659396,negative,neutral,neutral
10367,802325887802867712,neutral,positive,neutral
10368,802328128433496064,negative,positive,neutral
10369,802334005156671488,neutral,neutral,neutral
10370,802336074471063552,neutral,neutral,neutral
10371,802340441408479232,negative,positive,positive
10372,802340907370450945,neutral,neutral,neutral
10373,802340910965071872,positive,positive,positive
10374,802351719468277760,neutral,neutral,neutral
10375,802354698628042752,neutral,positive,neutral
10376,802362063368683521,positive,positive,neutral
10377,802363601340112896,negative,neutral,negative
10378,802364905017876480,neutral,positive,neutral
10379,802366088553992192,positive,positive,positive
10380,802369229907316738,negative,neutral,neutral
10381,802374829378654208,positive,neutral,neutral
10382,802375005120012288,neutral,neutral,negative
10383,802389029144686592,neutral,neutral,neutral
10384,802390152072962048,neutral,neutral,neutral
10385,802393066556428288,neutral,neutral,neutral
10386,802394422969180160,negative,neutral,positive
10387,802398228884979712,negative,neutral,neutral
10388,802401541042929664,positive,positive,neutral
10389,802406540179341312,positive,positive,positive
10390,802409155147534336,neutral,neutral,neutral
10391,802410160719298560,neutral,neutral,neutral
10392,802411397942575105,neutral,neutral,neutral
10393,802412574352535552,neutral,neutral,neutral
10394,802412987319521280,neutral,neutral,neutral
10395,802413286025297920,negative,neutral,neutral
10396,802417909091831808,neutral,neutral,neutral
10397,802418692080488448,positive,positive,neutral
10398,802419238862340096,neutral,neutral,neutral
10399,802421882641186816,negative,neutral,neutral
10400,802421900827914241,neutral,neutral,neutral
10401,802427627093032960,positive,positive,neutral
10402,802371571956359168,positive,positive,neutral
10403,802371662024937472,negative,negative,positive
10404,802371727812530177,negative,negative,neutral
10405,802372245150724096,negative,negative,neutral
10406,802372367959867392,neutral,neutral,neutral
10407,802373925091115008,positive,positive,positive
10408,802374614294953984,neutral,neutral,neutral
10409,802375708060237824,negative,neutral,neutral
10410,802376299557699584,positive,positive,negative
10411,802376416256004096,negative,neutral,positive
10412,802376504722108416,positive,positive,neutral
10413,802376950169956352,negative,neutral,neutral
10414,802377144638709760,negative,positive,neutral
10415,802378205977919488,negative,neutral,neutral
10416,802378863162654720,neutral,positive,positive
10417,802379927580475392,positive,neutral,neutral
10418,802380482990084097,negative,neutral,neutral
10419,802380782257852416,negative,neutral,neutral
10420,802381701489922048,negative,positive,positive
10421,802392710229303297,negative,neutral,neutral
10422,802392751111372801,negative,neutral,positive
10423,802392758837215232,negative,neutral,neutral
10424,802394051408367616,negative,negative,neutral
10425,802394062355660800,negative,negative,negative
10426,802394140378071040,negative,neutral,positive
10427,802394266639089664,neutral,neutral,neutral
10428,802394589671718912,negative,negative,neutral
10429,802394605354422272,negative,neutral,positive
10430,802394967695990784,neutral,neutral,neutral
10431,802395405048627200,negative,neutral,neutral
10432,802395972953403392,negative,negative,neutral
10433,802396227136417792,neutral,neutral,positive
10434,802396472486543360,neutral,neutral,neutral
10435,802398036605345792,negative,positive,neutral
10436,802398693534142464,neutral,neutral,positive
10437,802399876050984960,positive,neutral,neutral
10438,802400153927696385,negative,negative,neutral
10439,802400157266538496,negative,neutral,positive
10440,802401419944927232,negative,positive,positive
10441,802403587259297792,negative,positive,positive
10442,802407088014196736,negative,neutral,neutral
10443,802407199943180288,neutral,neutral,positive
10444,802407553904713730,negative,positive,positive
10445,802407830120697856,neutral,neutral,neutral
10446,802408339372146688,negative,negative,positive
10447,802408584961138697,positive,neutral,neutral
10448,802408827639341056,neutral,neutral,positive
10449,802408970900111360,negative,negative,negative
10450,802409497297727489,negative,neutral,neutral
10451,802409576335376384,neutral,negative,neutral
10452,802409633243484160,neutral,neutral,neutral
10453,802410014027587584,negative,negative,neutral
10454,802410236405551104,negative,neutral,positive
10455,802411873035550721,negative,positive,neutral
10456,802412104204566528,positive,negative,neutral
10457,802412121933811712,negative,neutral,positive
10458,802414215671619584,negative,negative,neutral
10459,802414497721827329,negative,neutral,positive
10460,802414862454243330,positive,neutral,neutral
10461,802415869095776258,positive,positive,positive
10462,802416113803890688,negative,positive,neutral
10463,802416243567259649,negative,negative,neutral
10464,802416421925883904,negative,neutral,positive
10465,802416444050960384,negative,neutral,neutral
10466,802418811987251200,negative,positive,neutral
10467,802419205765144577,neutral,neutral,positive
10468,802419279140360196,negative,neutral,positive
10469,802419386204057600,negative,negative,neutral
10470,802419612663083008,neutral,neutral,positive
10471,802420140847546368,positive,positive,neutral
10472,802420607849811969,negative,positive,positive
10473,802421456038526976,neutral,neutral,neutral
10474,802421465643712512,negative,neutral,neutral
10475,802423010779164672,neutral,neutral,neutral
10476,802423596874432512,negative,neutral,neutral
10477,802423692156370944,positive,neutral,positive
10478,802423820988588032,negative,negative,neutral
10479,802424423009566720,neutral,neutral,neutral
10480,802424486146535424,neutral,neutral,neutral
10481,802424618338295812,negative,neutral,positive
10482,802424741508370432,negative,negative,neutral
10483,802425022195372032,negative,neutral,neutral
10484,802425460781174784,positive,neutral,neutral
10485,802425506511491072,negative,neutral,neutral
10486,802426613543686144,neutral,positive,neutral
10487,802428012453052416,negative,neutral,positive
10488,802428117243535361,negative,neutral,neutral
10489,802429241635635200,positive,positive,positive
10490,802429398871920640,neutral,neutral,neutral
10491,802429501976154112,neutral,neutral,positive
10492,802429942994640896,negative,neutral,positive
10493,802430718546563073,neutral,neutral,neutral
10494,802431090698973184,negative,neutral,neutral
10495,802351561645035520,positive,positive,positive
10496,802351774728265729,neutral,neutral,neutral
10497,802353880067698688,neutral,neutral,neutral
10498,802354187405238273,neutral,neutral,neutral
10499,802354401578917888,negative,negative,negative
10500,802354529287241728,negative,negative,negative
10501,802354784283987968,negative,neutral,positive
10502,802354850453475328,neutral,neutral,positive
10503,802355068712300544,neutral,negative,neutral
10504,802355174413107200,negative,negative,negative
10505,802356467172900866,neutral,neutral,neutral
10506,802358220962627584,neutral,neutral,neutral
10507,802359065183715329,negative,negative,negative
10508,802360367376691200,negative,neutral,neutral
10509,802361029321781248,negative,negative,neutral
10510,802361744844791808,neutral,neutral,neutral
10511,802361883772624896,neutral,neutral,neutral
10512,802361979922808832,positive,neutral,neutral
10513,802362216775172096,neutral,neutral,neutral
10514,802364317513285632,neutral,neutral,positive
10515,802365821313904640,neutral,neutral,neutral
10516,802366509498515456,positive,positive,neutral
10517,802367789717590016,neutral,neutral,neutral
10518,802368651886149632,neutral,neutral,neutral
10519,802369053113335808,negative,negative,neutral
10520,802369905857179650,negative,neutral,neutral
10521,802370368442744832,negative,neutral,neutral
10522,802370670315311108,negative,negative,negative
10523,802370779748958208,positive,positive,positive
10524,802370818890199040,negative,neutral,neutral
10525,802371228912611329,negative,neutral,neutral
10526,802372036177891328,positive,neutral,negative
10527,802373104093667328,negative,neutral,neutral
10528,802373344574275584,neutral,negative,neutral
10529,802373503676649472,neutral,positive,positive
10530,802373633955901440,neutral,neutral,neutral
10531,802373737450524672,neutral,neutral,neutral
10532,802373917868494848,neutral,neutral,neutral
10533,802374469662756864,negative,negative,neutral
10534,802374729327779840,neutral,neutral,neutral
10535,802374783333564417,negative,negative,negative
10536,802375691090083840,negative,negative,neutral
10537,802376352099770369,negative,negative,neutral
10538,802376700529086464,neutral,neutral,neutral
10539,802379451879292929,neutral,neutral,neutral
10540,802379714769862657,neutral,positive,positive
10541,802379820764008448,positive,positive,neutral
10542,802380051014619136,neutral,neutral,neutral
10543,802380260163469312,neutral,neutral,negative
10544,802380611914608640,neutral,neutral,neutral
10545,802380616289361920,neutral,neutral,neutral
10546,802397999494270976,neutral,neutral,neutral
10547,802398918935875584,negative,neutral,neutral
10548,802399182744997889,neutral,neutral,neutral
10549,802399493442387968,neutral,neutral,neutral
10550,802399512987779072,neutral,neutral,neutral
10551,802400333150359552,negative,negative,neutral
10552,802400904850927616,negative,neutral,neutral
10553,802401323857612800,negative,neutral,neutral
10554,802401706382389248,negative,neutral,positive
10555,802402216711716864,neutral,neutral,negative
10556,802403069593980929,negative,neutral,neutral
10557,802403152737738752,negative,positive,neutral
10558,802403509593178113,neutral,neutral,neutral
10559,802404571507257344,negative,positive,positive
10560,802405309658628100,negative,neutral,neutral
10561,802407222856810496,negative,negative,negative
10562,802407290817150976,neutral,neutral,neutral
10563,802407600323182592,positive,neutral,neutral
10564,802409140958142464,neutral,neutral,neutral
10565,802409541191303169,neutral,neutral,positive
10566,802410039894016000,neutral,neutral,positive
10567,802410179841048576,negative,negative,neutral
10568,802410764510248960,neutral,neutral,neutral
10569,802411433501700096,neutral,neutral,neutral
10570,802412138002321409,neutral,neutral,neutral
10571,802413098980229120,neutral,neutral,neutral
10572,802414721727164416,neutral,neutral,neutral
10573,802416334411853824,neutral,neutral,neutral
10574,802416796133244928,negative,positive,neutral
10575,802417553909907457,neutral,neutral,negative
10576,802419494886981632,negative,positive,neutral
10577,802420368392630272,negative,neutral,positive
10578,802420800166821892,negative,neutral,neutral
10579,802422267468607488,neutral,neutral,neutral
10580,802422322732797952,negative,negative,negative
10581,802422924531482624,neutral,neutral,positive
10582,802423330536116224,negative,negative,neutral
10583,802423487902138368,neutral,neutral,neutral
10584,802425485196201985,negative,negative,neutral
10585,802425973069053952,neutral,neutral,neutral
10586,802426073174523904,positive,neutral,neutral
10587,802426607738568705,negative,negative,neutral
10588,802427263304273920,negative,neutral,negative
10589,802428082061602817,negative,neutral,positive
10590,802428682228768768,positive,neutral,positive
10591,802428746061856768,positive,positive,positive
10592,802430646580838400,negative,neutral,negative
10593,802431127646371840,neutral,positive,positive
10594,802188972420198016,neutral,neutral,negative
10595,802188999209032960,negative,neutral,neutral
10596,802189006859403008,neutral,neutral,positive
10597,802189029693394048,neutral,neutral,neutral
10598,802189037440274048,negative,negative,neutral
10599,802189126934167040,neutral,neutral,negative
10600,802189259574606976,negative,neutral,negative
10601,802189549648669952,negative,neutral,neutral
10602,802189628174461952,neutral,negative,negative
10603,802190087333281024,negative,neutral,neutral
10604,802190460248845952,negative,positive,neutral
10605,802190618667715968,negative,negative,neutral
10606,802190637206503040,negative,negative,negative
10607,802190698166493056,negative,negative,negative
10608,802190826180902016,negative,negative,neutral
10609,802190899702856960,negative,negative,negative
10610,802190905792936960,positive,positive,neutral
10611,802191118116985984,neutral,neutral,negative
10612,802191132197355008,negative,negative,neutral
10613,802191496871021952,negative,neutral,neutral
10614,802191515363766016,negative,negative,neutral
10615,802191626932080000,negative,neutral,neutral
10616,802191931761520000,neutral,neutral,negative
10617,802192049134940032,negative,negative,neutral
10618,802192744907213952,positive,positive,positive
10619,802193530366131968,negative,positive,positive
10620,802193602139062016,negative,neutral,neutral
10621,802193630391741952,negative,negative,neutral
10622,802193727108291968,neutral,neutral,neutral
10623,802193775313334016,negative,negative,neutral
10624,802193953806290048,negative,negative,negative
10625,802193973267860992,negative,neutral,neutral
10626,802194071754329984,negative,neutral,negative
10627,802194141853712000,negative,negative,neutral
10628,802194256353894016,negative,negative,negative
10629,802194265787026944,negative,positive,negative
10630,802194292152242048,neutral,positive,neutral
10631,802194420908994048,negative,neutral,negative
10632,802194459157004032,negative,neutral,negative
10633,802194476936600960,negative,negative,negative
10634,802194529529064960,neutral,neutral,neutral
10635,802194558817746048,negative,negative,negative
10636,802194812367764992,negative,positive,negative
10637,802195382679858944,negative,neutral,neutral
10638,802195603086339968,neutral,neutral,neutral
10639,802195878538841984,negative,neutral,neutral
10640,802196193631730944,neutral,neutral,neutral
10641,802196209213419008,negative,negative,negative
10642,802196259234844032,negative,negative,neutral
10643,802196301605698944,negative,negative,positive
10644,802196683367005952,negative,neutral,neutral
10645,802196844529020032,neutral,positive,neutral
10646,802196942793019008,neutral,neutral,neutral
10647,802197098720534016,positive,positive,positive
10648,802197285778164992,positive,positive,neutral
10649,802197331529568000,negative,positive,neutral
10650,802197691702923008,negative,negative,negative
10651,802198228917746944,negative,neutral,neutral
10652,802198574838743040,negative,positive,positive
10653,802198782230350976,negative,neutral,negative
10654,802198954033238016,neutral,neutral,neutral
10655,802199195037875968,negative,positive,neutral
10656,802199318765719040,negative,neutral,neutral
10657,802199433282748032,negative,negative,negative
10658,802199774648823040,negative,negative,negative
10659,802199825739579008,negative,negative,neutral
10660,802199928604761984,negative,neutral,negative
10661,802200144619958016,neutral,neutral,neutral
10662,802200225825881984,positive,neutral,neutral
10663,802200382764097024,negative,negative,positive
10664,802200485755293056,neutral,neutral,neutral
10665,802200534488850048,positive,positive,positive
10666,802200585189687040,neutral,neutral,negative
10667,802200643335257984,negative,neutral,negative
10668,802200896146996992,negative,neutral,neutral
10669,802201378705772032,neutral,neutral,neutral
10670,802201446133492992,negative,negative,negative
10671,802201616640114048,negative,neutral,negative
10672,802201892487097984,neutral,neutral,neutral
10673,802202822984998016,negative,negative,positive
10674,802203421235441024,positive,positive,positive
10675,802203631785278976,negative,neutral,negative
10676,802203803525192960,neutral,positive,neutral
10677,802203983708295040,negative,neutral,neutral
10678,802204583640571008,neutral,neutral,neutral
10679,802204926759804032,neutral,neutral,neutral
10680,802205009223896960,neutral,negative,neutral
10681,802205038424813056,positive,neutral,neutral
10682,802205116489223936,negative,negative,negative
10683,802205129046945024,negative,positive,positive
10684,802205288581447040,negative,negative,negative
10685,802205369015507968,negative,negative,negative
10686,802205454235474944,negative,negative,neutral
10687,802205823648734976,negative,negative,negative
10688,802205902023565056,negative,neutral,negative
10689,802205922198167040,negative,neutral,neutral
10690,802206461103378048,negative,neutral,neutral
10691,802206780185070976,negative,positive,positive
10692,802206950989660032,negative,negative,neutral
10693,802207347284253952,negative,neutral,positive
10694,801992167556259841,negative,neutral,neutral
10695,802001693990785025,neutral,neutral,neutral
10696,802005672405540864,positive,positive,neutral
10697,802006329652936704,positive,neutral,positive
10698,802016415452692480,negative,negative,neutral
10699,802019724364251136,neutral,neutral,neutral
10700,802029153751076864,positive,neutral,neutral
10701,802039709677432833,positive,positive,positive
10702,802044330135449600,negative,neutral,negative
10703,802044365875146752,positive,positive,positive
10704,802053804627738624,neutral,positive,neutral
10705,802057786096058368,neutral,neutral,neutral
10706,802070157032091648,neutral,neutral,negative
10707,802073312717324288,neutral,neutral,neutral
10708,802073739827482625,positive,neutral,neutral
10709,802075621480431616,positive,neutral,neutral
10710,802077922190299136,neutral,neutral,negative
10711,802089458610868224,neutral,positive,neutral
10712,802170592447361024,positive,positive,positive
10713,802176886310891521,neutral,neutral,neutral
10714,802177134609530881,neutral,positive,neutral
10715,802178845533212672,neutral,neutral,neutral
10716,802178855209488384,neutral,neutral,neutral
10717,802183005217361921,neutral,neutral,positive
10718,802188674297303040,neutral,neutral,negative
10719,802189255724453889,positive,neutral,positive
10720,802190457010786304,negative,neutral,negative
10721,802190672824508416,neutral,neutral,neutral
10722,802191021278785536,neutral,neutral,neutral
10723,802194593877999616,negative,neutral,neutral
10724,802195796728905732,negative,positive,positive
10725,802195909182361600,positive,positive,positive
10726,802196299650973696,positive,neutral,neutral
10727,802197196758253568,neutral,positive,neutral
10728,802198408131997701,positive,neutral,neutral
10729,802201247310839808,neutral,neutral,neutral
10730,802207795114373128,neutral,neutral,neutral
10731,802209044777881600,positive,positive,neutral
10732,802210198098214912,neutral,neutral,positive
10733,802210591859412996,negative,neutral,neutral
10734,802213380886962176,neutral,positive,neutral
10735,802216796522618880,neutral,neutral,neutral
10736,802219758774939648,neutral,neutral,negative
10737,802221699177521152,positive,neutral,neutral
10738,802222886886981632,positive,positive,positive
10739,802226895496560640,positive,neutral,neutral
10740,802227830042005505,neutral,positive,neutral
10741,802228226646867968,positive,positive,neutral
10742,802233228010594306,neutral,neutral,neutral
10743,802233511247839232,positive,positive,positive
10744,802233722812518400,neutral,neutral,neutral
10745,802235293906665472,negative,neutral,neutral
10746,802236956688154628,positive,positive,positive
10747,802237430065758208,neutral,neutral,neutral
10748,802242898112589824,positive,neutral,neutral
10749,802244223860817920,positive,positive,neutral
10750,802244704712740864,neutral,neutral,neutral
10751,802245020241788928,positive,positive,positive
10752,802246891018694656,neutral,positive,neutral
10753,802249748786782208,positive,positive,neutral
10754,802256322725105664,neutral,neutral,neutral
10755,802256694952632320,negative,neutral,neutral
10756,802257928111566849,negative,negative,negative
10757,802260027377643520,neutral,neutral,neutral
10758,802264101120450560,neutral,neutral,neutral
10759,802270703244505088,negative,positive,positive
10760,802277496985124864,positive,positive,neutral
10761,802278366992678913,neutral,neutral,neutral
10762,802280523100000256,positive,neutral,neutral
10763,802284987672305664,positive,positive,positive
10764,802288143512702980,positive,positive,neutral
10765,802288799107739653,positive,positive,neutral
10766,802291025272184832,neutral,neutral,neutral
10767,802292408323022848,negative,negative,negative
10768,802295399805546496,neutral,negative,negative
10769,802297111014305793,positive,neutral,neutral
10770,802299194228740096,positive,positive,neutral
10771,802300338342658048,neutral,neutral,neutral
10772,802300930188308480,positive,positive,positive
10773,802301179686506496,positive,positive,neutral
10774,802303048756232192,negative,negative,neutral
10775,802315560738582528,positive,neutral,neutral
10776,802325645766328320,positive,neutral,neutral
10777,802332436403261440,neutral,neutral,neutral
10778,802334110744190976,neutral,neutral,neutral
10779,802337495769825280,neutral,positive,neutral
10780,802338656283492352,neutral,positive,neutral
10781,802344840352636928,neutral,positive,neutral
10782,802346866675503104,neutral,neutral,neutral
10783,802350163981438977,positive,neutral,neutral
10784,802351277153861632,positive,neutral,positive
10785,802354835353833472,neutral,neutral,neutral
10786,802365795011411968,neutral,neutral,neutral
10787,802371360269811712,positive,neutral,neutral
10788,802374409143128064,positive,positive,negative
10789,802375316299620356,neutral,positive,neutral
10790,802375642478215168,positive,positive,neutral
10791,802377517264838657,positive,neutral,positive
10792,802385542851784704,neutral,positive,neutral
10793,802200869898977024,positive,neutral,neutral
10794,802200870297436032,neutral,neutral,neutral
10795,802200870376963968,negative,neutral,negative
10796,802200870532173056,positive,positive,positive
10797,802200872692419968,positive,neutral,neutral
10798,802200873053069056,neutral,neutral,neutral
10799,802200873237613952,neutral,neutral,neutral
10800,802200873296423936,positive,positive,positive
10801,802200873720016000,positive,neutral,neutral
10802,802200873850048000,negative,neutral,neutral
10803,802200875087305984,negative,neutral,negative
10804,802200875120868992,positive,neutral,positive
10805,802200875146104064,neutral,neutral,negative
10806,802200875712318976,positive,positive,positive
10807,802215312007592960,negative,positive,positive
10808,802215312963812992,neutral,neutral,negative
10809,802215314536676992,neutral,neutral,neutral
10810,802215315065208064,neutral,neutral,negative
10811,802215315849481984,neutral,neutral,positive
10812,802215316889575040,neutral,neutral,neutral
10813,802215316986232064,positive,positive,positive
10814,802215317783138048,positive,positive,positive
10815,802215317929885056,neutral,neutral,neutral
10816,802215318336704000,positive,neutral,positive
10817,802215318877858944,negative,neutral,neutral
10818,802215319892884992,positive,neutral,neutral
10819,802215320018620032,positive,positive,positive
10820,802215322208112000,positive,positive,positive
10821,802215323315252992,positive,neutral,neutral
10822,802215323671740032,negative,negative,neutral
10823,802215323982172032,neutral,neutral,neutral
10824,802215324187704960,neutral,positive,positive
10825,802215324967988992,neutral,neutral,neutral
10826,802215325265752064,positive,neutral,positive
10827,802215325332860032,neutral,neutral,positive
10828,802215325559324032,neutral,neutral,neutral
10829,802215326091865984,neutral,neutral,neutral
10830,802215327182491008,negative,negative,negative
10831,802215327757201024,negative,negative,negative
10832,802215329070022016,positive,neutral,positive
10833,802215329371975040,negative,neutral,neutral
10834,802215330261113984,negative,positive,positive
10835,802215330940648960,negative,neutral,negative
10836,802215331548761984,positive,positive,positive
10837,802215332224105984,neutral,neutral,neutral
10838,802215332735806976,negative,positive,positive
10839,802215332907655040,neutral,neutral,neutral
10840,802215334107291008,neutral,neutral,neutral
10841,802215334472192000,neutral,positive,neutral
10842,802215335025896960,neutral,positive,neutral
10843,802215335373970944,positive,positive,positive
10844,802215335717927936,positive,positive,positive
10845,802215335843822976,positive,positive,positive
10846,802215337303281024,positive,positive,positive
10847,802215337987047040,neutral,neutral,neutral
10848,802215338922348032,neutral,neutral,neutral
10849,802215339056566016,negative,neutral,negative
10850,802215339127929984,negative,neutral,positive
10851,802215339547298944,neutral,neutral,neutral
10852,802215339694182016,positive,positive,neutral
10853,802215339937308032,positive,positive,positive
10854,802215340071645056,positive,neutral,neutral
10855,802215340369394944,neutral,neutral,neutral
10856,802215340461747968,neutral,neutral,neutral
10857,802215342860861056,positive,neutral,positive
10858,802215343380897024,positive,positive,positive
10859,802215344324476032,positive,positive,positive
10860,802215344701991936,positive,positive,positive
10861,802215345113234944,negative,negative,negative
10862,802215345935286016,positive,neutral,neutral
10863,802215346958635008,neutral,neutral,neutral
10864,802215347382349056,positive,positive,positive
10865,802215348871319040,negative,neutral,neutral
10866,802215348963576960,negative,neutral,neutral
10867,802215349252930944,negative,neutral,neutral
10868,802215349265513984,positive,positive,positive
10869,802215351471800064,neutral,positive,neutral
10870,802215351538818944,neutral,neutral,neutral
10871,802215352679726976,neutral,positive,neutral
10872,802215356521553024,neutral,positive,positive
10873,802215357725425024,neutral,neutral,neutral
10874,802215359591878016,neutral,positive,neutral
10875,802215360204307968,positive,positive,positive
10876,802215361747635968,positive,positive,positive
10877,802215362733415936,positive,positive,positive
10878,802215365358910976,neutral,neutral,positive
10879,802215365719784960,negative,negative,negative
10880,802215366193646976,positive,positive,positive
10881,802215366214695936,neutral,neutral,positive
10882,802215367552667008,negative,negative,neutral
10883,802215368496270976,neutral,neutral,neutral
10884,802215368525656064,positive,positive,positive
10885,802215372371984000,positive,positive,positive
10886,802215373152145024,positive,positive,neutral
10887,802215373349252992,positive,positive,positive
10888,802215374058036992,neutral,neutral,positive
10889,802215374267805056,neutral,positive,positive
10890,802215374792093056,positive,neutral,neutral
10891,802215375165385984,positive,positive,positive
10892,802215376713084032,negative,positive,neutral
10893,802231435134238720,positive,neutral,neutral
10894,802231676516659200,positive,positive,positive
10895,802232191250026496,negative,negative,neutral
10896,802233753527521280,neutral,neutral,neutral
10897,802233977419481088,positive,positive,neutral
10898,802234346241409024,neutral,neutral,neutral
10899,802234634536787968,positive,positive,positive
10900,802234923541139456,neutral,neutral,neutral
